num_units,hidden_layers,batch_size,lr,epochs,fold_splits
200,2,512,1.00E-05,50,2
200,3,512,1.00E-05,50,2
200,4,512,1.00E-05,50,2
200,2,512,1.00E-05,50,5
200,3,512,1.00E-05,50,5
200,4,512,1.00E-05,50,5
200,2,512,1.00E-05,50,10
200,3,512,1.00E-05,50,10
200,4,512,1.00E-05,50,10
200,2,512,1.00E-05,50,20
200,3,512,1.00E-05,50,20
200,4,512,1.00E-05,50,20
