num_units,hidden_layers,batch_size,lr,epochs,fold_splits
50,2,512,1.00E-07,50,2
50,2,512,1.77827941003892E-07,50,2
50,2,512,3.16227766016838E-07,50,2
50,2,512,5.62341325190349E-07,50,2
50,2,512,1E-06,50,2
50,2,512,1.77827941003892E-06,50,2
50,2,512,3.16227766016838E-06,50,2
50,2,512,5.62341325190349E-06,50,2
50,2,512,1E-05,50,2
50,2,512,1.77827941003892E-05,50,2
50,2,512,3.16227766016838E-05,50,2
50,2,512,5.62341325190349E-05,50,2
50,2,512,1E-04,50,2
