num_units,hidden_layers,batch_size,lr,epochs,fold_splits,optName,alpha
50,2,1024,1.00E-05,20,10,Wame,5.00E-01
50,2,1024,1.00E-05,20,10,Wame,5.50E-01
50,2,1024,1.00E-05,20,10,Wame,6.00E-01
50,2,1024,1.00E-05,20,10,Wame,6.50E-01
50,2,1024,1.00E-05,20,10,Wame,7.00E-01
50,2,1024,1.00E-05,20,10,Wame,7.50E-01
50,2,1024,1.00E-05,20,10,Wame,8.00E-01
50,2,1024,1.00E-05,20,10,Wame,8.50E-01
50,2,1024,1.00E-05,20,10,Wame,9.00E-01
50,2,1024,1.00E-05,20,10,Wame,1.00E+00
